promotion,date,rating,comment_,mark?,comment_clean,total_words
wwe,2020-06-15,0.0,"""I can not watch this stuff anymore. Vince does not have any idea what he's doing. He just destroys everything with his ideas, which was built over decades. I rate the current state. This is in my opinion catastrophic.Bookings are partly changed minutes before the match. No more good and longer stories. Hardly logically in the stories. 2-3 minutes matches on the agenda. Talents are literally ""burned""! See Aleisar Black, Ricochet, Balor, Almost every dayTeams (including War Raiders) etc ... to change from NXT to SD or RAW is currently only a descent. The WWE is only a shadow of himself. """,Not a Mark,i can not watch this stuff anymore vince does not have any idea what hes doing he just destroys everything with his ideas which was built over decades i rate the current state this is in my opinion catastrophicbookings are partly changed minutes before the match no more good and longer stories hardly logically in the stories minutes matches on the agenda talents are literally burned see aleisar black ricochet balor almost every dayteams including war raiders etc to change from nxt to sd or raw is currently only a descent the wwe is only a shadow of himself,99
wwe,2020-06-11,6.0," ""Geez this company has gone down the drain the past couple of years. I actually had high hopes for this company back in 2013-2016 because they were actually putting better storylines, matches, and signing better talent. What happened from 2017-Present is they bring back old legends like Taker and Goldberg. I mean I'm not trying to say they're terrible especially Taker but pls think about the amount of talent you've signed over the past 5 years and see that they are better to be pushed in the main event than let say Taker, Goldberg, Lesnar , Batista, Triple H and even Reigns. The talent WWE signs get clogged down in the mid-cards and even become jobbers at worse because of the hold up. In order for this company to get better they must look ahead and forward and see the amount of people they sign remove the ones they don't have plans for the foreseeable future and start pushing new talents and build better storylines. They have done this before and as of the result created the Attitude Era. I mean that's how it started. Big Stars and Main eventers started leaving and because of this became a leeway for a bunch of wrestlers to become big time stars like Austin, Foley, Rock, Triple H, Y2J, they don't necessarily need to recreate the Attitude Era but you get what I'm talking about. I mean as of the current status of the WWE it can only get better with McIntyre being the top guy Rollins potentially starting a great faction, Bryan and Styles currently running Smackdown while also having NXT and NXT UK. We shall see.""",Not a Mark,geez this company has gone down the drain the past couple of years i actually had high hopes for this company back in because they were actually putting better storylines matches and signing better talent what happened from is they bring back old legends like taker and goldberg i mean im not trying to say theyre terrible especially taker but pls think about the amount of talent youve signed over the past years and see that they are better to be pushed in the main event than let say taker goldberg lesnar batista triple h and even reigns the talent wwe signs get clogged down in the midcards and even become jobbers at worse because of the hold up in order for this company to get better they must look ahead and forward and see the amount of people they sign remove the ones they dont have plans for the foreseeable future and start pushing new talents and build better storylines they have done this before and as of the result created the attitude era i mean thats how it started big stars and main eventers started leaving and because of this became a leeway for a bunch of wrestlers to become big time stars like austin foley rock triple h they dont necessarily need to recreate the attitude era but you get what im talking about i mean as of the current status of the wwe it can only get better with mcintyre being the top guy rollins potentially starting a great faction bryan and styles currently running smackdown while also having nxt and nxt uk we shall see,270
wwe,2020-05-15,9.0," ""This is a rating based on 1948 to today not just in the present day. They are so imbreded in the history of wrestling it would be not right not to be given i high score just based on the New Generation, and the Attitude Era alone as well as being what North American wrestling was based on since 1999. I'm not a fan of todays product as a whole or some of their business practices but to say they are not among one of the best organizations of all time would be a lie.""",Mark,this is a rating based on to today not just in the present day they are so imbreded in the history of wrestling it would be not right not to be given i high score just based on the new generation and the attitude era alone as well as being what north american wrestling was based on since im not a fan of todays product as a whole or some of their business practices but to say they are not among one of the best organizations of all time would be a lie,93
wwe,2020-05-02,10.0," ""My all time favourite wrestling company, from the early WWWF/WWF days too the Attitude Ruthless Agression it's always been entertaining. Some of the PG era was not the best, but this New era is looking like the old ruthless agression era great wrestlers segments matches.""",Mark,my all time favourite wrestling company from the early wwwfwwf days too the attitude ruthless agression its always been entertaining some of the pg era was not the best but this new era is looking like the old ruthless agression era great wrestlers segments matches,45
wwe,2020-04-28,9.0," ""If there? s one thing we can all agree on, its that WWE is nowhere near as good as it used to be, compared to the Attitude Era and the Ruthless Aggression Era. However, saying that, I still enjoy it today. WWE has shown that through the series of shitty bookings, reliance on part-timers over current talent, and the scummy things that go on backstage, they can still manage to put on a good product. The future seems really bright with current stars like AJ Styles, Seth Rollins, Drew McIntyre, Aleister Black, Daniel Bryan, Sasha Banks, Braun Strowman, Bray Wyatt among others, and the matches they can put on from time to time are still great. Additionally, they have also been improving the quality of their PPVs. Sure, they arent as memorable as the 2000 ones and WrestleMania X-Seven, but in terms of building the future and putting on good matches, I think theyve done a good job (well, most of the time). All in all, WWE is a timeless masterpiece in my opinion and had it not existed for more than 60 years, wrestling wouldnt nearly be as popular as it is today, so we are thankful for Vince McMahon and the entire company.""",Mark,if there s one thing we can all agree on its that wwe is nowhere near as good as it used to be compared to the attitude era and the ruthless aggression era however saying that i still enjoy it today wwe has shown that through the series of shitty bookings reliance on parttimers over current talent and the scummy things that go on backstage they can still manage to put on a good product the future seems really bright with current stars like aj styles seth rollins drew mcintyre aleister black daniel bryan sasha banks braun strowman bray wyatt among others and the matches they can put on from time to time are still great additionally they have also been improving the quality of their ppvs sure they arent as memorable as the ones and wrestlemania xseven but in terms of building the future and putting on good matches i think theyve done a good job well most of the time all in all wwe is a timeless masterpiece in my opinion and had it not existed for more than years wrestling wouldnt nearly be as popular as it is today so we are thankful for vince mcmahon and the entire company,203
wwe,2020-04-24,4.0," ""Over the past year, the storytelling within WWE has become positively bonkers. Stuff just happens, plot points are ignored, characters are inconsistent and just generally poorly written. The abundance of stagey backstage segments makes RAW and Smackdown hard to sit through, and the overproduced segments. promos, and matches make it near impossible for the viewer to suspend disbelief, or for the wrestlers, sorry, ""superstars, "" to shine. The frequency of pay-per-views causes many of these shows to feel like pointless filler, and it leads to such anomalies as Baron Corbin challenging for the Universal Title at three consecutive pay per views, and despite losing each time the match stipulations become more weighted in his favor with every passing rematch. In addition to this, it is near impossible for an underexposed wrestler to get over. WWE's booking has conditioned its audience to expect 50-50 booked feuds, silly stories such as the multiple cuckolding angles that have played out on RAW over the past year, and inevitable burials at the hands of part-timers. Obviously there are bright spots as well. I'll not speak any ill of the WWE roster, some of the most talented wrestlers of the present day work for WWE. The NXT TV show and Takeover shows are also far above and beyond most other wrestling, especially within the WWE.""",Not a Mark,over the past year the storytelling within wwe has become positively bonkers stuff just happens plot points are ignored characters are inconsistent and just generally poorly written the abundance of stagey backstage segments makes raw and smackdown hard to sit through and the overproduced segments promos and matches make it near impossible for the viewer to suspend disbelief or for the wrestlers sorry superstars to shine the frequency of payperviews causes many of these shows to feel like pointless filler and it leads to such anomalies as baron corbin challenging for the universal title at three consecutive pay per views and despite losing each time the match stipulations become more weighted in his favor with every passing rematch in addition to this it is near impossible for an underexposed wrestler to get over wwes booking has conditioned its audience to expect booked feuds silly stories such as the multiple cuckolding angles that have played out on raw over the past year and inevitable burials at the hands of parttimers obviously there are bright spots as well ill not speak any ill of the wwe roster some of the most talented wrestlers of the present day work for wwe the nxt tv show and takeover shows are also far above and beyond most other wrestling especially within the wwe,218
wwe,2020-03-09,3.0,"""A company that has the best radian and the most elaborate production. Nevertheless, you do not build talents, there are old stars that are a threat to the health of the wrestlers, titles and expresses an extremely annoying the supposed achievements F + R the women's awesome eye.There are hardly any good stories and every 3 day Team title in the Main Roster are completely meaningless. The same funding for the IC title. In the women Division you put the focus on 6-7 actors and the rest will simply be used. """,Not a Mark,a company that has the best radian and the most elaborate production nevertheless you do not build talents there are old stars that are a threat to the health of the wrestlers titles and expresses an extremely annoying the supposed achievements f r the womens awesome eyethere are hardly any good stories and every day team title in the main roster are completely meaningless the same funding for the ic title in the women division you put the focus on actors and the rest will simply be used,88
wwe,2020-03-03,6.0," ""When you meet the pro wrestling world, you think that WWE is amazing and you like every single thing that happens. But once you get to know some other companies and start understanding wrestling in general, WWE looks like a bad promotion and doesn't push the right people. That is correct, BUT, despite their bad decisions and booking, they still have some good things going on, like the Randy Orton/Edge storyline, also, they have some good matches like Daniel Bryan vs Kofi Kingston/AJ Styles, Brock Lesnar vs Finn Balor and etc. Nowadays it's just ""cool"" to criticize them and say that ROH, AEW or some other company is better because of a copy-pasted booking. WWE it's not for me anymore, but I still like it a little bit and appreciate some things, like a mature person. Saying that they are a satisfactory company it's not a lie.""",Not a Mark,when you meet the pro wrestling world you think that wwe is amazing and you like every single thing that happens but once you get to know some other companies and start understanding wrestling in general wwe looks like a bad promotion and doesnt push the right people that is correct but despite their bad decisions and booking they still have some good things going on like the randy ortonedge storyline also they have some good matches like daniel bryan vs kofi kingstonaj styles brock lesnar vs finn balor and etc nowadays its just cool to criticize them and say that roh aew or some other company is better because of a copypasted booking wwe its not for me anymore but i still like it a little bit and appreciate some things like a mature person saying that they are a satisfactory company its not a lie,147
wwe,2020-03-01,2.0," ""I give this 2 points for 2 reasons. #1: Like almost all wrestling fans, it was the promotion that got me into wrestling, they will always have a place in my heart for that. #2: NXT. But beyond that, WWE isn? t a promotion that suits me anymore. I can go on and say that WWE isn? t suit for most wrestling fans right now. Their booking is becoming worse & worse, they make really questionable decisions & they rely on their ego to satify themselves and they try to dictate the fans what to like, not like, cheer & boo, and that? s the last thing that I want in wrestling, a dicatorship & censorship to the fans.""",Not a Mark,i give this points for reasons like almost all wrestling fans it was the promotion that got me into wrestling they will always have a place in my heart for that nxt but beyond that wwe isn t a promotion that suits me anymore i can go on and say that wwe isn t suit for most wrestling fans right now their booking is becoming worse worse they make really questionable decisions they rely on their ego to satify themselves and they try to dictate the fans what to like not like cheer boo and that s the last thing that i want in wrestling a dicatorship censorship to the fans,111
wwe,2020-03-01,6.0," ""Sometimes they can be great, sometimes they can be absolute garbage. They have a tendency to do whatever makes them the most money in the present moment while sacrificing their future, and generally don't care about what their audience wants.""",Not a Mark,sometimes they can be great sometimes they can be absolute garbage they have a tendency to do whatever makes them the most money in the present moment while sacrificing their future and generally dont care about what their audience wants,40
wwe,2020-01-06,7.0,"""Due to what I have experienced with the WWE and how she sponsored my love of wrestling I can not give a bad rating. However, I would say that the WWE does not really take a good condition that the WWE is not really constant due to too much high-class wrestlers and bad booking. HinAnd again, a good PPV is the great time around. The WWE can not rely on the nostalgia than there are too many alternatives. With NXT you can also show that you can produce good shows. I hope you hope youSoon again a better product is delivered. """,Mark,due to what i have experienced with the wwe and how she sponsored my love of wrestling i can not give a bad rating however i would say that the wwe does not really take a good condition that the wwe is not really constant due to too much highclass wrestlers and bad booking hinand again a good ppv is the great time around the wwe can not rely on the nostalgia than there are too many alternatives with nxt you can also show that you can produce good shows i hope you hope yousoon again a better product is delivered,101
wwe,2019-12-18,6.0,"""After years of abstinence, I follow the WWE again, but only in the form of their PPV events. I ignore the weekends. I have a full edition of RAW I have been thinking about about eight years or so no longer looked - could not say thatI miss that. I can do the WWE well well again. Above all, the in-ring product, probably under the influence of the persistent NXT fresh cell cure, has improved considerably. """,Not a Mark,after years of abstinence i follow the wwe again but only in the form of their ppv events i ignore the weekends i have a full edition of raw i have been thinking about about eight years or so no longer looked could not say thati miss that i can do the wwe well well again above all the inring product probably under the influence of the persistent nxt fresh cell cure has improved considerably,75
wwe,2019-12-05,10.0," ""Let's get the cat out of the bag... WWE today is nowhere near what it was before. Yet, it remains the biggest wrestling company in the world and despite popular belief, no other company can compete with it or knock it down. Its a given, it is no longer just a wrestling company, but an entertainment company as well. Today, WWE thrives with its NXT brand, whereas the main shows leave a lot to be desired. The history however, is undeniable. From the monumental 80s to the 90s (pre and post attitude era), the Ruthless Aggression era which was amazing, to today, one cannot deny the importance of this company. The Network exceeded expectations and is an important asset to the company. WWE will be around for another 50 or so years because of its cultural impact, and that alone is enough to warrant this rating.""",Mark,lets get the cat out of the bag wwe today is nowhere near what it was before yet it remains the biggest wrestling company in the world and despite popular belief no other company can compete with it or knock it down its a given it is no longer just a wrestling company but an entertainment company as well today wwe thrives with its nxt brand whereas the main shows leave a lot to be desired the history however is undeniable from the monumental to the pre and post attitude era the ruthless aggression era which was amazing to today one cannot deny the importance of this company the network exceeded expectations and is an important asset to the company wwe will be around for another or so years because of its cultural impact and that alone is enough to warrant this rating,143
wwe,2019-11-23,6.0,"""The WWE is very difficult, especially since you have such a long history and have such a wide range of bandwidth. There was always strong and weak phases in WWE history. In the 80s, they are the top promotion in the USA where I find the roster of the then NWA shows or the then resulting WCW far more interesting find. The first half of the 90s was very weak. However, the Attitude Era was one of the strongest phases of the promotion and offered very Utnerhondame moments, but less crass In Ring Action. However, this focus was less an innovation of the WWE as an answer to other leagues. The 2000s were just half pretty strong and probably the best phase of WWE story. That was mainly because you want to get the Roster from WWE , WCW and ECW had. In the end, however, the use of these, as always in WWE history, was disappointing. However, since 2007, the product has been steadily steadily and there is no End in sight. There is so much that disturbs me at the WWE, that would blow up the frame. Of course, there have been NXT since then, but the main shows pull the whole thing back so that NXT makes the rating hardly better. In addition, a call-up into the Main Roster is unfortunately sometimes a bit of which you are afraid, rather than you are looking forward to it. In general, you have to say that the WWE has never shown the best wrestling. Of course, they have produced outstanding wrestlers, but most of the really big wrestlers were bought and were not allowed to show their whole potential for a long time. And for years they have not exercised any more than solid wrestler. But that was never the strength of the WWE, which was much more creating the big moments, the big clashes between the over-stars. For these moments I am grateful to the WWE, but everything else is far away for me as a good wrestling. """,Not a Mark,the wwe is very difficult especially since you have such a long history and have such a wide range of bandwidth there was always strong and weak phases in wwe history in the they are the top promotion in the usa where i find the roster of the then nwa shows or the then resulting wcw far more interesting find the first half of the was very weak however the attitude era was one of the strongest phases of the promotion and offered very utnerhondame moments but less crass in ring action however this focus was less an innovation of the wwe as an answer to other leagues the were just half pretty strong and probably the best phase of wwe story that was mainly because you want to get the roster from wwe wcw and ecw had in the end however the use of these as always in wwe history was disappointing however since the product has been steadily steadily and there is no end in sight there is so much that disturbs me at the wwe that would blow up the frame of course there have been nxt since then but the main shows pull the whole thing back so that nxt makes the rating hardly better in addition a callup into the main roster is unfortunately sometimes a bit of which you are afraid rather than you are looking forward to it in general you have to say that the wwe has never shown the best wrestling of course they have produced outstanding wrestlers but most of the really big wrestlers were bought and were not allowed to show their whole potential for a long time and for years they have not exercised any more than solid wrestler but that was never the strength of the wwe which was much more creating the big moments the big clashes between the overstars for these moments i am grateful to the wwe but everything else is far away for me as a good wrestling,335
wwe,2019-11-18,5.0,"""? ? ? ? ? ? ? ... ? ? , ? ? (? ? ? ) ? ? ? -? ? -? ? ? ? ? ? ? , ? ? -? ? 5 ? , ? ? ? , ? , ? ? ? :D""",Not a Mark,d,1
wwe,2019-11-16,9.0,"""Even if the WWE has stepped several times in the year 2018 & 2019, the WWE generally remains one of the best wrestling leagues of all time. NXT is currently rising from the three brands (RAW, Smackdown & NXT) on the winning sill. NXT brings more OMG momentsAnd many good matches on the legs. Raw and Smackdown also bring good entertainment but NXT Currently, I personally look at all three and I'm satisfied with it. 2012-2014 are personally my favorite years of the WWE. Many good matches, mega superstars,Krasse moments u. s. W. The WWE had, and still has taken many good wrestlers under contract (then: Eddie Guerrero, Undertaker, Hulk Hogan ... today: Roman Reigns, Seth Rollins, Braun Strowman ...) The many good and partly crassand extreme matches have been brought. If the WWE would not exist, Wrestling would be really unknown. I'm curious how it continues with the WWE in the future. Hopefully they will take good steps. """,Mark,even if the wwe has stepped several times in the year  the wwe generally remains one of the best wrestling leagues of all time nxt is currently rising from the three brands raw smackdown nxt on the winning sill nxt brings more omg momentsand many good matches on the legs raw and smackdown also bring good entertainment but nxt currently i personally look at all three and im satisfied with it are personally my favorite years of the wwe many good matches mega superstarskrasse moments u s w the wwe had and still has taken many good wrestlers under contract then eddie guerrero undertaker hulk hogan today roman reigns seth rollins braun strowman the many good and partly crassand extreme matches have been brought if the wwe would not exist wrestling would be really unknown im curious how it continues with the wwe in the future hopefully they will take good steps,152
wwe,2019-11-12,2.0," ""The only solitary reason it's not lower is because of NXT. If NXT wasn't under the WWE banner... You better believe I would be rating this underwhelming P. O. S. company a 0. The amount of times the choose to destroy someone's career over small things is unacceptable and inexcusable. How anyone bothers giving this company over a million chances is absurd. WWE managed to do what I didn't think it could have done... Make me stop watching.""",Not a Mark,the only solitary reason its not lower is because of nxt if nxt wasnt under the wwe banner you better believe i would be rating this underwhelming p o s company a the amount of times the choose to destroy someones career over small things is unacceptable and inexcusable how anyone bothers giving this company over a million chances is absurd wwe managed to do what i didnt think it could have done make me stop watching,77
wwe,2019-11-12,7.0," ""In terms of roster, history and potential to be even bigger than they already are, WWE is amazing. Everything else is from meh to change the channel or turn off the TV.""",Mark,in terms of roster history and potential to be even bigger than they already are wwe is amazing everything else is from meh to change the channel or turn off the tv,32
wwe,2019-11-12,3.0," ""With the roster they have, they should be performing a LOT better in terms of fan enthusiasm, quality of the product and just everything, really. The storylines are either generic in nature or astoundingly bad. ( Lana/Lashley/Rusev anyone? ) They treat Wrestlers like garbage, they do shows for a despotic regime. Their weekly shows ( excepting NXT, because it? s good, and 205Live, because it? s not long enough to outstay it? s welcome, are horribly paced and really struggle to justify the running time they place on it. WWE can be good, they? ve been good before, they? ve been entertaining but now? Apart from NXT theres really nothing there. I used to watch every PPV. Now? I watch the big four and read write ups on result sites.""",Not a Mark,with the roster they have they should be performing a lot better in terms of fan enthusiasm quality of the product and just everything really the storylines are either generic in nature or astoundingly bad lanalashleyrusev anyone they treat wrestlers like garbage they do shows for a despotic regime their weekly shows excepting nxt because it s good and because it s not long enough to outstay it s welcome are horribly paced and really struggle to justify the running time they place on it wwe can be good they ve been good before they ve been entertaining but now apart from nxt theres really nothing there i used to watch every ppv now i watch the big four and read write ups on result sites,126
wwe,2019-10-20,3.0," ""Fair, bland, repetitive ""sports entertainment"" that focuses more on the brand than individual stars. Unfortunately is in the process of squandering the largest and most talented roster it has ever had (perhaps ever assembled). Doesn't need to change due to their problematic Saudi Arabia ties. Dependent on nostalgia for feel-good moments. Its ok for long-time viewers I guess, but inherently uncool. CEO of the company is outwardly disdainful of pro wrestling.""",Not a Mark,fair bland repetitive sports entertainment that focuses more on the brand than individual stars unfortunately is in the process of squandering the largest and most talented roster it has ever had perhaps ever assembled doesnt need to change due to their problematic saudi arabia ties dependent on nostalgia for feelgood moments its ok for longtime viewers i guess but inherently uncool ceo of the company is outwardly disdainful of pro wrestling,71
wwe,2019-10-15,4.0," ""Sure it is the biggest, most popular wrestling promotion in the world. And yes I was introduced into wrestling thanks to WWE. Moreover, without WWE, the wrestling industry wouldn't have been as it is today. But it is one story. Another story here is that this promotion is beyond stale right now. Nothing really matter right now. The booking is lazy, lame for most of the time. The wrestling is so-so at best except for few cases. So many times that this company has no idea what they are doing. Sure, it is good to see the financial situation still goes well as the core purpose is to make money. But that doesn't mean I need to be excited for WWE all the time. At the end of the day, WWE is still at best okay to check some stuff, some of my favorites in NXT and on MR as well. So a 4 now seems to be fair, although I still feel like I am generous.""",Not a Mark,sure it is the biggest most popular wrestling promotion in the world and yes i was introduced into wrestling thanks to wwe moreover without wwe the wrestling industry wouldnt have been as it is today but it is one story another story here is that this promotion is beyond stale right now nothing really matter right now the booking is lazy lame for most of the time the wrestling is soso at best except for few cases so many times that this company has no idea what they are doing sure it is good to see the financial situation still goes well as the core purpose is to make money but that doesnt mean i need to be excited for wwe all the time at the end of the day wwe is still at best okay to check some stuff some of my favorites in nxt and on mr as well so a now seems to be fair although i still feel like i am generous,166
wwe,2019-10-09,0.0," ""My rating is based solely on their product from the PG era. It's been a hassle to watch this company. Terrible matches, abysmal PPV's, nonsensical storylines, lazy characters, missed opportunities, wasted talent, the wrong people getting pushed, audiences are disappearing, and sometimes the writers sink to downright embarrassing and disgusting lows. I'm tired of seeing WWE mock the dead and humiliate their wrestlers. And the fact that their wrestlers even agree to doing such humiliating acts is beyond me.""",Not a Mark,my rating is based solely on their product from the pg era its been a hassle to watch this company terrible matches abysmal ppvs nonsensical storylines lazy characters missed opportunities wasted talent the wrong people getting pushed audiences are disappearing and sometimes the writers sink to downright embarrassing and disgusting lows im tired of seeing wwe mock the dead and humiliate their wrestlers and the fact that their wrestlers even agree to doing such humiliating acts is beyond me,79
wwe,2019-10-08,2.0," ""This rating is without NXT, which is basically the only thing worth watching right now.  Poor booking, wrestlers being wasted, non sense storylines, stupid booking, broken characters, terrible booking, led by someone who is completely mental and loves messing with people because he doesn't fear backlash, awful booking.  Anyone that considers the core of WWE as a good entertainment based system of wrestling is absolutely deluded to bits.""",Not a Mark,this rating is without nxt which is basically the only thing worth watching right now poor booking wrestlers being wasted non sense storylines stupid booking broken characters terrible booking led by someone who is completely mental and loves messing with people because he doesnt fear backlash awful booking anyone that considers the core of wwe as a good entertainment based system of wrestling is absolutely deluded to bits,68
wwe,2019-10-05,4.0," ""When you look at the whole of wrestling over the last ten to fifteen years, WWE has been pretty irrelevant in the grand scheme of things. They're certainly the biggest wrestling company in the world and the most popular but they've been playing catch up to New Japan for the last half a decade at this point. The two biggest stars in the WWE in the last fifteen years were Daniel Bryan and CM Punk, two guys who had already been world champions and rose to prominence in ROH years before the ever stepped foot in a WWE ring.  In fact, most of their current stars were stars long before they ever showed up at a WWE event. NXT has had some great events in the past but those cards were stacked with people that had already established themselves elsewhere.  They're basically incapable of making new stars in 2019 and they haven't made a legitimate wrestling star themselves since John Cena first took off.  They tried to make Roman Reigns into a megastar but that failed spectacularly and it seems like they've abandoned that idea completely now.""",Not a Mark,when you look at the whole of wrestling over the last ten to fifteen years wwe has been pretty irrelevant in the grand scheme of things theyre certainly the biggest wrestling company in the world and the most popular but theyve been playing catch up to new japan for the last half a decade at this point the two biggest stars in the wwe in the last fifteen years were daniel bryan and cm punk two guys who had already been world champions and rose to prominence in roh years before the ever stepped foot in a wwe ring in fact most of their current stars were stars long before they ever showed up at a wwe event nxt has had some great events in the past but those cards were stacked with people that had already established themselves elsewhere theyre basically incapable of making new stars in and they havent made a legitimate wrestling star themselves since john cena first took off they tried to make roman reigns into a megastar but that failed spectacularly and it seems like theyve abandoned that idea completely now,186
wwe,2019-09-19,4.0," ""As the top promotion in the world, WWE should be around the 9-10's. Sadly, that isn't the case. Inconsistency and mind-numbing creative decisions have hampered the potential that WWE could have. They have some highlights like NXT, but it is starting to lose its purpose with all the talent that are floundering once called up. Hopefully they can turn it around as newer competition kick them back into shape.""",Not a Mark,as the top promotion in the world wwe should be around the sadly that isnt the case inconsistency and mindnumbing creative decisions have hampered the potential that wwe could have they have some highlights like nxt but it is starting to lose its purpose with all the talent that are floundering once called up hopefully they can turn it around as newer competition kick them back into shape,68
wwe,2019-08-28,3.0," ""In the past they've done great things however recently boy have they sucked. It has been years since I've seen a WWE match that made me say ""wow that was awesome"" now it's just background noise tbh. The PPVs seem to get worse and worse as the years progress and the booking has become sooo lazy its laughable. Hopefully they turn it around but for now they stink really bad.""",Not a Mark,in the past theyve done great things however recently boy have they sucked it has been years since ive seen a wwe match that made me say wow that was awesome now its just background noise tbh the ppvs seem to get worse and worse as the years progress and the booking has become sooo lazy its laughable hopefully they turn it around but for now they stink really bad,70
wwe,2019-08-19,7.0," ""Based on everything the WWE did it's without a doubt the most relevant wrestling promotion in history. Their origins put pro-wrestling on the map. It takes long for them, but when they adapt from other wrestling promotions' improvements, they create a great wrestling platform. Whether it's the Attitude Era, Smackdown 2016 or NXT as a show that overshadows its purpose of developing the future. As of the recent years WWE struggles the hardest to satisfy the audience and there are many reasons, but one major reason started with the beginning of Vince McMahon's monopolization. Ever since WWE started to buy out wrestling competition, they don't see wrestling fans as their target audience, but they look for the general audience. They see themselves as the single wrestling representation and try to compete with other TV media, because a few officials don't understand the potential of wrestling. Vince McMahon is surely a good money-maker, but a person who doesn't understand its target audience and doesn't even follow its industry is not a good businessman.""",Mark,based on everything the wwe did its without a doubt the most relevant wrestling promotion in history their origins put prowrestling on the map it takes long for them but when they adapt from other wrestling promotions improvements they create a great wrestling platform whether its the attitude era smackdown or nxt as a show that overshadows its purpose of developing the future as of the recent years wwe struggles the hardest to satisfy the audience and there are many reasons but one major reason started with the beginning of vince mcmahons monopolization ever since wwe started to buy out wrestling competition they dont see wrestling fans as their target audience but they look for the general audience they see themselves as the single wrestling representation and try to compete with other tv media because a few officials dont understand the potential of wrestling vince mcmahon is surely a good moneymaker but a person who doesnt understand its target audience and doesnt even follow its industry is not a good businessman,171
wwe,2019-07-14,4.0," ""Were it not buoyed by a rich history with some genuinely pretty good matches, and a genuinely quite good development program, it would be hard to find nice things to say about the current WWE product, legitimately amongst the worst products in wrestling today. If you find that your stomach doesn't turn at the insulting and ridiculous rebranding of wrestling as ""sports entertainment"" and wrestlers as ""superstars"", you may just be able to digest anything. And maybe that includes pitiful, weak and undercooked matches, bizarre and schizophrenic booking decisions and open contempt for the larger audience. WWE in 2019 is a shambles which, for all its scope, budget and oversaturated air time, can't overcome its own egomania. A cancerous presence in the industry and not remotely deserving of its attention.""",Not a Mark,were it not buoyed by a rich history with some genuinely pretty good matches and a genuinely quite good development program it would be hard to find nice things to say about the current wwe product legitimately amongst the worst products in wrestling today if you find that your stomach doesnt turn at the insulting and ridiculous rebranding of wrestling as sports entertainment and wrestlers as superstars you may just be able to digest anything and maybe that includes pitiful weak and undercooked matches bizarre and schizophrenic booking decisions and open contempt for the larger audience wwe in is a shambles which for all its scope budget and oversaturated air time cant overcome its own egomania a cancerous presence in the industry and not remotely deserving of its attention,129
wwe,2019-07-12,4.0," ""I don't like to go too low on the ratings but it's hard to find something positive to say. There is just so many things wrong. They have too many people on their roster, a lot of talented wrestlers but you can sign all the talents in the world, if you don't know how to use it you'll only get a bad or forgetable match. The wrestlers may have some faults as well but I still think it's mostly due to the booking and the formula of the product wich is completly outdated. The titles are meaningless... in fact everything is meaningless, they tell that to their audience with the way they book their matches, there is no consistency or anything. They focus on ""creating moments"" but without any long-term vision it's useless and a lot of stuff age really badly. At least at some point the company had some type of identity. Right now it's just confusing, I don't really try to watch it anymore but I still know what's going on and everytime I see some segment, some promo or some sequence in a match I don't understand what they're trying to do, what's their identity anymore, they seem to want to please everybody so much that they just look like nothing. It just makes no sense. There was a time where this company was better but personally I find the Attitude Era insanely overrated, but I'll admit that American wrestling is not the thing I enjoy the most. The fact that the biggest rivalry in the history of the company is between a wrestler and the chairman is very telling. Right now there is a deep incomprehension between Vince/the writers and the audience who is hard to read. At least they have NXT wich can give us some good or great matches but the brand have its flaws as well, this NXT project will still only be a developmental brand with the goal of being a ""super indy"" and signing anybody with some kind of buzz to try to monopolize the wrestling scene even more... and certainly because WWE can't even create stars anymore.""",Not a Mark,i dont like to go too low on the ratings but its hard to find something positive to say there is just so many things wrong they have too many people on their roster a lot of talented wrestlers but you can sign all the talents in the world if you dont know how to use it youll only get a bad or forgetable match the wrestlers may have some faults as well but i still think its mostly due to the booking and the formula of the product wich is completly outdated the titles are meaningless in fact everything is meaningless they tell that to their audience with the way they book their matches there is no consistency or anything they focus on creating moments but without any longterm vision its useless and a lot of stuff age really badly at least at some point the company had some type of identity right now its just confusing i dont really try to watch it anymore but i still know whats going on and everytime i see some segment some promo or some sequence in a match i dont understand what theyre trying to do whats their identity anymore they seem to want to please everybody so much that they just look like nothing it just makes no sense there was a time where this company was better but personally i find the attitude era insanely overrated but ill admit that american wrestling is not the thing i enjoy the most the fact that the biggest rivalry in the history of the company is between a wrestler and the chairman is very telling right now there is a deep incomprehension between vincethe writers and the audience who is hard to read at least they have nxt wich can give us some good or great matches but the brand have its flaws as well this nxt project will still only be a developmental brand with the goal of being a super indy and signing anybody with some kind of buzz to try to monopolize the wrestling scene even more and certainly because wwe cant even create stars anymore,357
wwe,2019-07-01,0.0," ""they have been unwatchable for years. there is no reason to give the wwe a chance anymore. i wouldn't care if they just existed in a vacuum, but so many of my favorite wrestlers have been grabbed from the indies by the wwe and are completely used.  lowering my rating because i remembered the saudi deals.""",Not a Mark,they have been unwatchable for years there is no reason to give the wwe a chance anymore i wouldnt care if they just existed in a vacuum but so many of my favorite wrestlers have been grabbed from the indies by the wwe and are completely used lowering my rating because i remembered the saudi deals,56
