date,rating,comment_,mark?,comment_clean,total_words
2017-09-08,10.0," ""Since the beginning of the year the show has been improving a lot, Jeff Jarrett has been rebuilding the company, people have to stop speaking badly of Impact wrestling without even having watched if they want a show this year without doubt the impact will return to be great""",Mark,since the beginning of the year the show has been improving a lot jeff jarrett has been rebuilding the company people have to stop speaking badly of impact wrestling without even having watched if they want a show this year without doubt the impact will return to be great,49
2017-04-06,2.0,"""So honestly, the only thing that is astonished me, as this company still exists. In the middle 2000'ern there was a good wrestling here under main players like AJ Styles and Samoa Joe really good wrestling, but what has been depicting since about 2010 is poorly pathetic, Heraldic bookings, pathetic stories, pathetic matches with CGI etc and all in all an inedible product. 2 points for the long forgotten forgotten. """,Not a Mark,so honestly the only thing that is astonished me as this company still exists in the middle there was a good wrestling here under main players like aj styles and samoa joe really good wrestling but what has been depicting since about is poorly pathetic heraldic bookings pathetic stories pathetic matches with cgi etc and all in all an inedible product points for the long forgotten forgotten,67
2017-05-04,7.0," ""A company that truly has survived against all odds, being a fan of TNA/Impact can all the same often be an exercise in frustration, as it often seems that every step forward the company takes is soon followed by two or three steps back.  Over the years, however, the company has always maintained a strong roster and, at their best, genuinely do offer things WWE might not - the X Division (when they remember it exists), a strong and consistent tag team division, a very strong women's division in which the wrestlers are allowed matches longer than two minutes, and semi-regular hardcore matches, to name a few.  Wrestlers who may not have had a fair chance in WWE, or who were never even considered by that company can truly shine here.  But with frequent regime changes, reboots and general boneheaded decisions, it's often hard to maintain any level of enthusiasm for the company.  While their ambition has been to become a viable alternative to WWE, at the rate they're going it appears unlikely to ever happen.""",Mark,a company that truly has survived against all odds being a fan of tnaimpact can all the same often be an exercise in frustration as it often seems that every step forward the company takes is soon followed by two or three steps back over the years however the company has always maintained a strong roster and at their best genuinely do offer things wwe might not the x division when they remember it exists a strong and consistent tag team division a very strong womens division in which the wrestlers are allowed matches longer than two minutes and semiregular hardcore matches to name a few wrestlers who may not have had a fair chance in wwe or who were never even considered by that company can truly shine here but with frequent regime changes reboots and general boneheaded decisions its often hard to maintain any level of enthusiasm for the company while their ambition has been to become a viable alternative to wwe at the rate theyre going it appears unlikely to ever happen,175
2017-03-29,4.0,"""At her early time, TNA was outstanding. Later, however, many mistakes, especially Dixie Carter and Hulk Hogan did TNA have broken TNA with their false decisions TNA almost the neck. The matches at TNA are good, you also have a good radian. Nowwhere Dixie Carter is gone, and TNA has renamed in Impact Wrestling, there has been a bit uphill since then, what I'm a pity is, the exits of the Broken Hardys, Drew Galloway and Mike Bennet and Maria. I hope Impact Wrestling can be inAsk a future. """,Not a Mark,at her early time tna was outstanding later however many mistakes especially dixie carter and hulk hogan did tna have broken tna with their false decisions tna almost the neck the matches at tna are good you also have a good radian nowwhere dixie carter is gone and tna has renamed in impact wrestling there has been a bit uphill since then what im a pity is the exits of the broken hardys drew galloway and mike bennet and maria i hope impact wrestling can be inask a future,89
2017-03-19,8.0,"""I like the structure of the new TNA ... Pardon, Impact Wrestling. Let's see what IMPACT makes it.""",Mark,i like the structure of the new tna pardon impact wrestling lets see what impact makes it,17
2017-03-15,5.0," ""TNA is an interesting case. They were innovative and created the amazing X-Division, tossed in with amazing talents like Joe, Daniels, Styles, Motor City Machine Guns, Beer Money, etc. It made it seem like TNA would one day become the ""next WCW"" by challenging Vince and the WWE for top spot in the wrestling industry. However, along the way, they've also managed to make really questionable decisions - one in particular being in 2010 by bringing in Hogan and Bischoff. It was a HUGE mistake, and TNA is still rebounding from that awful decision. I give it 5 points as they've had quite a number of ups and downs.""",Not a Mark,tna is an interesting case they were innovative and created the amazing xdivision tossed in with amazing talents like joe daniels styles motor city machine guns beer money etc it made it seem like tna would one day become the next wcw by challenging vince and the wwe for top spot in the wrestling industry however along the way theyve also managed to make really questionable decisions one in particular being in by bringing in hogan and bischoff it was a huge mistake and tna is still rebounding from that awful decision i give it points as theyve had quite a number of ups and downs,106
2016-03-12,4.0," ""TNA is a disaster of a promotion and is in need of relief aid. It had a lot of potential 7 or 8 years ago but bad booking, and intrusions from outsiders which leeched off of it's success or lack there of hurt the company immensly. They relied on former WWE stars and others to help build there success and failed to build any home grown stars. The stars were there but they ignored them and then when it suited them brought them out and showcased there talent. This was done usually after the former greats abandoned the TNA ship or they themselves did not get over as planned. Now after all of TNA endeavors to get themselves a wider audience and more exposure they collapsed and had to essentially start from scratch.  Yes TNA lost it's home and it's very foundation Spike tv and they had to move to a network with far less exposure, a network Destination America. I do not have a lot of hope for TNA because they seem to repeat the same mistakes over and over again.""",Not a Mark,tna is a disaster of a promotion and is in need of relief aid it had a lot of potential or years ago but bad booking and intrusions from outsiders which leeched off of its success or lack there of hurt the company immensly they relied on former wwe stars and others to help build there success and failed to build any home grown stars the stars were there but they ignored them and then when it suited them brought them out and showcased there talent this was done usually after the former greats abandoned the tna ship or they themselves did not get over as planned now after all of tna endeavors to get themselves a wider audience and more exposure they collapsed and had to essentially start from scratch yes tna lost its home and its very foundation spike tv and they had to move to a network with far less exposure a network destination america i do not have a lot of hope for tna because they seem to repeat the same mistakes over and over again,180
2016-05-11,3.0,"""TNA has not been worth talking about in 2010 and every year she continues to survive, a big surprise. 05/06 had the league of her wedding and was quite good to look at, followed by some ordinary years, meanwhile one did not just have theStatus of the second largest US league on Ring of Honor lost but any quality that could convince you to turn on. """,Not a Mark,tna has not been worth talking about in and every year she continues to survive a big surprise had the league of her wedding and was quite good to look at followed by some ordinary years meanwhile one did not just have thestatus of the second largest us league on ring of honor lost but any quality that could convince you to turn on,64
2016-10-20,7.0,"""If you just leave the past and just look at what happens today ... Then TNA is a very good league! Matches are not always good, that's why only 7 points. But you can not forget that TNA is still forgotten Belonged to one of the 3 biggest ami leagues, that does not come from somewhere! Surely the league currently builds more and more strength, because of the money problems. But I can only evaluate what is currently and what the show offers. Start I'll be ... good wrestlers (EC3, Moose, Eddie Edwards, Galloway, Sandow, Cody, Mike Bennett ...) But what bothers me is that the way is used too often. If I look at TNA, then I can Be sure that one of these wrestlers will stand in the main event. Also quite well, I find the storylines, but some limits stop very, very poor, to awesome. What I like TNA, these are very own match types, such as Z , B.: Grand Slam Championship Matches, or King of the Mountain Matches, the Gave many plus points on my rating. Ultimately I give 7 points .. the show is ok. """,Mark,if you just leave the past and just look at what happens today then tna is a very good league matches are not always good thats why only points but you can not forget that tna is still forgotten belonged to one of the biggest ami leagues that does not come from somewhere surely the league currently builds more and more strength because of the money problems but i can only evaluate what is currently and what the show offers start ill be good wrestlers moose eddie edwards galloway sandow cody mike bennett but what bothers me is that the way is used too often if i look at tna then i can be sure that one of these wrestlers will stand in the main event also quite well i find the storylines but some limits stop very very poor to awesome what i like tna these are very own match types such as z b grand slam championship matches or king of the mountain matches the gave many plus points on my rating ultimately i give points the show is ok,182
2016-10-10,5.0," ""This rating is simply because TNA has been apart of my life since I was 8 years old it was the first non-WWE/WCW promotion that I watched and every single time they're backs are against the wall their product is amazing. Right now they have former WWE guys fans want to see used right and a bunch of other top indie guys fans want to see succeed. But they only manage to maintain momentum for a couple of months at a time.""",Not a Mark,this rating is simply because tna has been apart of my life since i was years old it was the first nonwwewcw promotion that i watched and every single time theyre backs are against the wall their product is amazing right now they have former wwe guys fans want to see used right and a bunch of other top indie guys fans want to see succeed but they only manage to maintain momentum for a couple of months at a time,81
2016-03-10,8.0," ""I started watching TNA just recently (about a month and a half ago) and so far I have definitely enjoyed it. They have a very talented roster, with guys who are great in the ring such as Bobby Lashley and Cody Rhodes, great mic guys such as EC3 and Aron Rex, and a great women's division (even though some of the best Knockouts left recently). I really hope Billy Corgan buys the company and returns it to its former glory, making it a legitimate competitor to WWE again.""",Mark,i started watching tna just recently about a month and a half ago and so far i have definitely enjoyed it they have a very talented roster with guys who are great in the ring such as bobby lashley and cody rhodes great mic guys such as and aron rex and a great womens division even though some of the best knockouts left recently i really hope billy corgan buys the company and returns it to its former glory making it a legitimate competitor to wwe again,87
2016-03-10,4.0," ""TNA always seemed like it should be the alternative to WWE but it never really was. Everything that made it unique always came 2nd to their attempts to ""get to the next level. "" For every Daniels VS Joe VS AJ or Guns VS Beer Money, there was tonnes of VKM teaming up with Bullet Bob, Sting's angle with Abyss (you shot your dad in the back six times), Jarrett over coming an army of wrestlers to defeat Raven.""",Not a Mark,tna always seemed like it should be the alternative to wwe but it never really was everything that made it unique always came to their attempts to get to the next level for every daniels vs joe vs aj or guns vs beer money there was tonnes of vkm teaming up with bullet bob stings angle with abyss you shot your dad in the back six times jarrett over coming an army of wrestlers to defeat raven,77
2016-10-09,8.0," ""With Broken Matt Hardy and Brother Nero getting some attention for the company, and Billy Corgan taking over duties, it seems that the company is on the road to becoming a good wrestling company again. Hopefully it'll bounce back quickly.""",Mark,with broken matt hardy and brother nero getting some attention for the company and billy corgan taking over duties it seems that the company is on the road to becoming a good wrestling company again hopefully itll bounce back quickly,40
2016-08-14,8.0,"""Six Sided Ring Action Wrestling own top star has fundamentally revolutionized the wrestling at his time at the moment not so very attractively attractive yet extra points for z. B the World Cup""",Mark,six sided ring action wrestling own top star has fundamentally revolutionized the wrestling at his time at the moment not so very attractively attractive yet extra points for z b the world cup,33
2016-12-08,4.0," ""Don't get me wrong. When they're good, they can be very good. But more often than not, they're very bad. TNA virtually borders on parody at times with some of the silly decisions made by notoriously air-headed promoter Dixie Carter. Still, in all, I do want them to succeed. A successful TNA is good for wrestling and that in turn is good for us.""",Not a Mark,dont get me wrong when theyre good they can be very good but more often than not theyre very bad tna virtually borders on parody at times with some of the silly decisions made by notoriously airheaded promoter dixie carter still in all i do want them to succeed a successful tna is good for wrestling and that in turn is good for us,64
2016-08-08,1.0," ""The few recent TV tapings have been embarrassing to say the least.  James Storm beating Eli Drake for the KOTM title.. why?  James Storm hasn't been at the top of his game for a couple of years now, and you snatch the title from an entertaining young star like Eli Drake to give it to a veteran?  Lashley possibly capturing all three titles?  Brother Nero?  And what the hell is up with your women's division?  Two words for this company.  Stop.  Now.""",Not a Mark,the few recent tv tapings have been embarrassing to say the least james storm beating eli drake for the kotm title why james storm hasnt been at the top of his game for a couple of years now and you snatch the title from an entertaining young star like eli drake to give it to a veteran lashley possibly capturing all three titles brother nero and what the hell is up with your womens division two words for this company stop now,82
2016-07-30,8.0," ""TNA's on-screen product has been mostly entertaining over the years, even if they've sometimes relied too much on established stars. TNA is the alternative to WWE that still presents a product that is recognizable to WWE fans. At one time, they were defined by the X Division. At another time, they were trying to be a WCW revival. Now, they're content to present a product somewhat reminiscent of the Attitude Era, built around potential stars that WWE wasted (EC3, Galloway, Bram) and indy wrestlers that WWE probably should have signed but didn't (Bennett, Moose, the Wolves).""",Mark,tnas onscreen product has been mostly entertaining over the years even if theyve sometimes relied too much on established stars tna is the alternative to wwe that still presents a product that is recognizable to wwe fans at one time they were defined by the x division at another time they were trying to be a wcw revival now theyre content to present a product somewhat reminiscent of the attitude era built around potential stars that wwe wasted galloway bram and indy wrestlers that wwe probably should have signed but didnt bennett moose the wolves,95
2016-07-28,,"""I don't see why , people get so overly sensitive about some employees changing companies. None of these wrestlers , went nuts when you changes jobs or places to live. There's not a sport in America , where every single athlete stays in one franchise/company their whole career. People just complain, about who USED to be there. If you don't like the company, ignore the articles and don't talk about them. There's hundreds of wrestling companies in the world, to watch and comment on .""",,i dont see why people get so overly sensitive about some employees changing companies none of these wrestlers went nuts when you changes jobs or places to live theres not a sport in america where every single athlete stays in one franchisecompany their whole career people just complain about who used to be there if you dont like the company ignore the articles and dont talk about them theres hundreds of wrestling companies in the world to watch and comment on,81
2016-09-07,8.0,"""I do not understand the bad reviews for TNA, but well ... I personally rate the entire TNA, from its beginning, over the top years 2006-2008 and also the time after and I have to say that TNA never ona level was because of ""biggest wrestling company in the world"", but they have always managed to entertain me. 2012-2014 / 5 there was a bad time sooner, but they are back in the upward trend right now, sometimesLook like TNA in the near future. """,Mark,i do not understand the bad reviews for tna but well i personally rate the entire tna from its beginning over the top years and also the time after and i have to say that tna never ona level was because of biggest wrestling company in the world but they have always managed to entertain me  there was a bad time sooner but they are back in the upward trend right now sometimeslook like tna in the near future,79
2016-04-07,4.0," ""I can describe how much TNA has fallen but everyone else has already done so, so instead I'll leave with two words........ Brother Nero""",Not a Mark,i can describe how much tna has fallen but everyone else has already done so so instead ill leave with two words brother nero,24
2016-06-17,7.0,"""I have always been pressed for TNA a rating. On the one hand, of course, all the departures and negative impact lines of the last 2 years would be the crash of the league since the Hogan / Bischoff Disaster, on the other hand, there would be the league that every fan would be guaranteedalready tot thousand times for dead, still shows shows. The upturn of the wrestling industry. Away from this there is also good wrestling at TNA. TNA has problems, but can not be quenched and always makes it possibleContinue, I respect TNA Westling. """,Mark,i have always been pressed for tna a rating on the one hand of course all the departures and negative impact lines of the last years would be the crash of the league since the hogan bischoff disaster on the other hand there would be the league that every fan would be guaranteedalready tot thousand times for dead still shows shows the upturn of the wrestling industry away from this there is also good wrestling at tna tna has problems but can not be quenched and always makes it possiblecontinue i respect tna westling,94
2016-04-05,10.0," ""The most entertaining show each week. Even when it's bad it's good. They a lot of good things going for them, but what fun would wrestling be if we didn't have a loveable loser?""",Mark,the most entertaining show each week even when its bad its good they a lot of good things going for them but what fun would wrestling be if we didnt have a loveable loser,34
2016-06-04,8.0,"""At that time, when TNA ran in German TV, it was really a possible serious increasing competition to the WWE. But then it was somewhat to be born, in which one has committed aging Stars and hoped that they can benefit from their former radiance. In addition, a lot of committee goods of the other promotions was obliged. However, the Steckenhorse at that time was the X-Divison, which has really offered first class actions action. But it is difficult for a promotion that is young and who partly listens to dei false people and booker, really Long-term competition to be for a promotion as it is the WWE. Meanwhile, the TNA is not so serious to go as it then, but I have to say that the promotion endeavors and tries to put a decent product on the legs. But it is Always not so easy, many good wrestlers just go to the WWE or spend their days a bit on the Indy stage. But I have to say I look at E Even still like, as it is just a nice change to the WWE. """,Mark,at that time when tna ran in german tv it was really a possible serious increasing competition to the wwe but then it was somewhat to be born in which one has committed aging stars and hoped that they can benefit from their former radiance in addition a lot of committee goods of the other promotions was obliged however the steckenhorse at that time was the xdivison which has really offered first class actions action but it is difficult for a promotion that is young and who partly listens to dei false people and booker really longterm competition to be for a promotion as it is the wwe meanwhile the tna is not so serious to go as it then but i have to say that the promotion endeavors and tries to put a decent product on the legs but it is always not so easy many good wrestlers just go to the wwe or spend their days a bit on the indy stage but i have to say i look at e even still like as it is just a nice change to the wwe,186
2016-01-04,6.0," ""TNA is a very baffling promotion one that a couple years ago had enough talent to compete with WWE. But with the company growing relationship with the British Indies hopes to be a promising one with the bringing in of fresh and young talent. Going into 2016 you could see their is a rebuilding stage they are going through starting with the signing of Mike Bennett. the X Divison is very Promising with Mason Andrews, Andrew Everett and Trevor Lee are all still under 25 years old, leading a very dull X divison right now""",Not a Mark,tna is a very baffling promotion one that a couple years ago had enough talent to compete with wwe but with the company growing relationship with the british indies hopes to be a promising one with the bringing in of fresh and young talent going into you could see their is a rebuilding stage they are going through starting with the signing of mike bennett the x divison is very promising with mason andrews andrew everett and trevor lee are all still under years old leading a very dull x divison right now,93
2016-02-25,4.0,"""TNA liked me a few years ago. The times with Samoa Joe, AJ Styles, Amw etc. have made the league for a nice alternative to the WWE (8 points). In the first main event mafia phase (8 points ) Was the league for a short time on her zenit. Unfortunately, the story was badly implemented. It was unfortunately a big problem that storylines were partly in the Sanden with good approaches. With Hogan and Bischoff it was then catastrophic. As TNA then still unique selling characteristics The six-sided ring abolished and the X-Division has its special charm steel (especially this strange triple threat-match rule) was my interest (0 points). This everything almost led to the insolvency of the league. Meanwhile, TNA has licked the wounds and tries slowly recover, but whether the league is really ever interesting is the question (2 points). Thus (8 + 8 + 0 + 2) / 4 = 4, 5 points. From the feeling ago and because he has to have last years I ABR and. """,Not a Mark,tna liked me a few years ago the times with samoa joe aj styles amw etc have made the league for a nice alternative to the wwe points in the first main event mafia phase points was the league for a short time on her zenit unfortunately the story was badly implemented it was unfortunately a big problem that storylines were partly in the sanden with good approaches with hogan and bischoff it was then catastrophic as tna then still unique selling characteristics the sixsided ring abolished and the xdivision has its special charm steel especially this strange triple threatmatch rule was my interest points this everything almost led to the insolvency of the league meanwhile tna has licked the wounds and tries slowly recover but whether the league is really ever interesting is the question points thus   points from the feeling ago and because he has to have last years i abr and,154
2016-02-18,7.0," ""Giving TNA a six for 2016 thus far. Wrestling has been okay. Happy to see Beer Money back. Multiple new tag teams and some fresh faces like Trevor Lee, Mike Bennett, and Maria. Would like to see more guys in the X Division and Knouckouts division though, but a decent start to 2016 so far.""",Mark,giving tna a six for thus far wrestling has been okay happy to see beer money back multiple new tag teams and some fresh faces like trevor lee mike bennett and maria would like to see more guys in the x division and knouckouts division though but a decent start to so far,53
2016-10-01,10.0," ""I think they have been on a downward spiral in that Hogan Era. But, TNA has had bright Ideas and provides great moments. Basing off what've I seen this Year it's one of the most consistent as far as Direction purposes now. Rather 2015 was great or not fact remains it had a clear cut vision. Now, hopefully there's no hiccups and TNA can finally have years of stability. Stability is something that dictates the product. More so than booking and the like. Though fact is TNA has Globally transcended the industry. It is the only company since WCW to be in a international presence. With that presence alone you can't deny that they've fought to the peak. And, this company sees that peak in sight again.""",Mark,i think they have been on a downward spiral in that hogan era but tna has had bright ideas and provides great moments basing off whatve i seen this year its one of the most consistent as far as direction purposes now rather was great or not fact remains it had a clear cut vision now hopefully theres no hiccups and tna can finally have years of stability stability is something that dictates the product more so than booking and the like though fact is tna has globally transcended the industry it is the only company since wcw to be in a international presence with that presence alone you cant deny that theyve fought to the peak and this company sees that peak in sight again,126
2016-08-01,8.0," ""Great Company, through the first Years it was Amazing and worth to watch, after that all started going down but I think that since 2014 they're trying to comeback and so far they doing really good, without a doubt TNA will be what it used to be again""",Mark,great company through the first years it was amazing and worth to watch after that all started going down but i think that since theyre trying to comeback and so far they doing really good without a doubt tna will be what it used to be again,47
2015-07-10,10.0," ""he shows are really awesome, very enjoyable, this company make you feel at home. The matches are really exciting and they have the best knockouts division in the world, with and characteristic and innovator X-division with high level matches and a Tag Team and Heavyweight division that is different of the others. This company is now the best in the world. """"",Mark,he shows are really awesome very enjoyable this company make you feel at home the matches are really exciting and they have the best knockouts division in the world with and characteristic and innovator xdivision with high level matches and a tag team and heavyweight division that is different of the others this company is now the best in the world,61
2015-09-22,5.0," ""What happened? TNA was clearly at its peak in 2006.. and then they seemed to just buy into their own hype and go fucking stale.""",Not a Mark,what happened tna was clearly at its peak in and then they seemed to just buy into their own hype and go fucking stale,24
2015-09-14,5.0,"""As it looks like it will not give TNA from 2016, which is a pity as it is a doctorate or was that the WWE could make competition. Unfortunately, such a thing has never prevailed. The roster is partially only ex-WWE stars, which is not bad, these were stopped immediately ""To show the WWE what a jewel they lost"". The whole crap proved a floop. In addition, TNA has never discovered a real legend. Obligations likeSting, Hogan and Angle did not rescue the situation. """,Not a Mark,as it looks like it will not give tna from which is a pity as it is a doctorate or was that the wwe could make competition unfortunately such a thing has never prevailed the roster is partially only exwwe stars which is not bad these were stopped immediately to show the wwe what a jewel they lost the whole crap proved a floop in addition tna has never discovered a real legend obligations likesting hogan and angle did not rescue the situation,83
2015-09-09,10.0," ""Despite all the problems they suffered, i have somehow found a way to still keep enjoying it. TNA created stars that are known by many today. AJ Styles came from TNA, and i have to tip my hat to them for that.""",Mark,despite all the problems they suffered i have somehow found a way to still keep enjoying it tna created stars that are known by many today aj styles came from tna and i have to tip my hat to them for that,42
2015-07-09,7.0,"""Currently it seems to me that the matches of the Impact shows qualitatively seem to increase. They are by far not on the level they were at the year 2009, but they surprise me with relatively convincing matches week by week. EC3 as unbeatant heel -Champion has incredible potential and should be broken the winning streak one day, promises to do so if it is really gebooked, an incredible push and could help TNA to create a new top face that could serve as a public catcher to the company It has been a lack of TNA for years. Especially the return of Jeff Jarrett and the GFW invasion-angle comes exactly at the right time. So TNA has the chance to get a lot of variety in your show. Especially as the re-introduced legend title is as New King of Mountain Championship In addition to the X-Division and World Heavyweight Title a good supplement. Even the Knockouts Division is back on the way The recovery and with Brooke has a solid championes as well as with the Doll House a sufficient heel stable that get the largest heat of the evening at many shows. However, ProGaramm enhancements use purely noon if Destination America TNA takes the end of the year from the program, then it does not have to hope without a TV contract and hope that it can only do with the European power-on rates. Finally, everything depends on how fast tna it manages to find a new network to find, otherwise it looks financially rather gloomy. Nevertheless, the last few weeks show the TNA the will to improve its product. These I will give the product 6 points + an additional point for the noticeable improvement since the beginning of the year and as I said especially the last weeks. The decline that the promotion was delivered since 2009 seems finally overcome and now the slow reconstruction of the league begins. """,Mark,currently it seems to me that the matches of the impact shows qualitatively seem to increase they are by far not on the level they were at the year but they surprise me with relatively convincing matches week by week as unbeatant heel champion has incredible potential and should be broken the winning streak one day promises to do so if it is really gebooked an incredible push and could help tna to create a new top face that could serve as a public catcher to the company it has been a lack of tna for years especially the return of jeff jarrett and the gfw invasionangle comes exactly at the right time so tna has the chance to get a lot of variety in your show especially as the reintroduced legend title is as new king of mountain championship in addition to the xdivision and world heavyweight title a good supplement even the knockouts division is back on the way the recovery and with brooke has a solid championes as well as with the doll house a sufficient heel stable that get the largest heat of the evening at many shows however progaramm enhancements use purely noon if destination america tna takes the end of the year from the program then it does not have to hope without a tv contract and hope that it can only do with the european poweron rates finally everything depends on how fast tna it manages to find a new network to find otherwise it looks financially rather gloomy nevertheless the last few weeks show the tna the will to improve its product these i will give the product points an additional point for the noticeable improvement since the beginning of the year and as i said especially the last weeks the decline that the promotion was delivered since seems finally overcome and now the slow reconstruction of the league begins,318
2015-12-08,,"""I've definitely seen too little from TNA to give a rating here. However, I hope that the league soon disappears, so people like Angle, Hardys or Mr. Kennedy (yes exactly, Kennedy) can return to where theybelong, namely on the big stage of the WWE. """,,ive definitely seen too little from tna to give a rating here however i hope that the league soon disappears so people like angle hardys or mr kennedy yes exactly kennedy can return to where theybelong namely on the big stage of the wwe,44
2015-07-30,5.0,"""Ohwe, how do you evaluate Tnaw only best? If you take the great time (which I would define between 2006 and 2008), then it would be a damn high rating. If you take the development of recent years then you go down quickly. OneMix of both gives me the middle, 5 points. Let's see if, and if so, how, TNAW continues. """,Not a Mark,ohwe how do you evaluate tnaw only best if you take the great time which i would define between and then it would be a damn high rating if you take the development of recent years then you go down quickly onemix of both gives me the middle points lets see if and if so how tnaw continues,58
2015-06-24,8.0," ""i don't understand people STILL watching WWE. It sucks ass. Ok, TNA suckED more, but since they're on Destination America they're pretty good.   - good booking  - new superstars   - the world title scene got amazing   - the knockouts are still amazing   and no f*ck*ng authirty figur.""",Mark,i dont understand people still watching wwe it sucks ass ok tna sucked more but since theyre on destination america theyre pretty good  good booking  new superstars  the world title scene got amazing  the knockouts are still amazing  and no fckng authirty figur,43
2015-06-20,10.0," ""The shows are really awesome, very enjoyable, this company make you feel at home. The matches are really exciting and they have the best knockouts division in the world, with and characteristic and innovator X-division with high level matches and a Tag Team and Heavyweight division that is different of the others. This company is now the best in the world.""",Mark,the shows are really awesome very enjoyable this company make you feel at home the matches are really exciting and they have the best knockouts division in the world with and characteristic and innovator xdivision with high level matches and a tag team and heavyweight division that is different of the others this company is now the best in the world,61
2015-08-06,10.0," ""I think that TNA has been far better this year than in years past. There has been much more spotlight on the Knockouts, X Division, and the tag teams. I've enjoyed the MVP and Lashley Feud. As well as this new style from Eric Young. Even a lot of the younger wrestlers like Spud and EC3. Very excited to see the return of awsome konh to TNA. I just hope Tna gains some stability to be able to make it for many years to come.""",Mark,i think that tna has been far better this year than in years past there has been much more spotlight on the knockouts x division and the tag teams ive enjoyed the mvp and lashley feud as well as this new style from eric young even a lot of the younger wrestlers like spud and very excited to see the return of awsome konh to tna i just hope tna gains some stability to be able to make it for many years to come,84
2015-05-19,8.0,"""TNA is very similar to the WCW .... in the young years of the League Super Stories and matches but then only meanwhile Altstars from the WWE were obliged .... unfortunately unfortunately ... Tna had giant potential with styles, Daniels , Joe, ROODE and many more ... but unfortunately there was never something out there. The current TNA product is absolutely ok .... more Unfortunately not even if more is possible ... I am looking forward to the case for TNA that you now have a new TV contract ... I hope you stay at least on the current level and do not commit so many pensioners anymore. Nor can you say the TNA really big and good in the years 2005-2009 (approximately) was. With Super Storys And Wrestling Matches .... now it's just an Indy Promotion. Edit 2015: Meanwhile, TNA is on a good way. The shows are at a relatively good level and the roods is also very neat. Appearance do the shows anyway like better indy Events although in raw probably more people in The hall are .... Value updates from 7 to 8. """,Mark,tna is very similar to the wcw in the young years of the league super stories and matches but then only meanwhile altstars from the wwe were obliged unfortunately unfortunately tna had giant potential with styles daniels joe roode and many more but unfortunately there was never something out there the current tna product is absolutely ok more unfortunately not even if more is possible i am looking forward to the case for tna that you now have a new tv contract i hope you stay at least on the current level and do not commit so many pensioners anymore nor can you say the tna really big and good in the years approximately was with super storys and wrestling matches now its just an indy promotion edit meanwhile tna is on a good way the shows are at a relatively good level and the roods is also very neat appearance do the shows anyway like better indy events although in raw probably more people in the hall are value updates from to,173
2015-11-05,10.0," ""This comment is only for TNA currently (2015). Today in my opinion TNA is better than WWE. Ever since Hogan and Bischoff left TNA and TNA's move to Destination America it became good. The booking, roster, matches, storyline, etc. is great and it's refreshing from WWE's bad products. I am not saying that I like TNA better than WWE (I am a WWE huge fan btw) however TNA product is currently better and I am hoping WWE would attempt to top it.""",Mark,this comment is only for tna currently today in my opinion tna is better than wwe ever since hogan and bischoff left tna and tnas move to destination america it became good the booking roster matches storyline etc is great and its refreshing from wwes bad products i am not saying that i like tna better than wwe i am a wwe huge fan btw however tna product is currently better and i am hoping wwe would attempt to top it,81
2015-04-28,7.0,"""What I currently find better about TNA than z. B To WWE is the booking. Although I understand the WWE more week shows thus more work as TNA with impact, but .. quite roughly expressed, even fault ^^. Which is The booking so confused, just do not know when the right time is to start either a story or stop it. They build it so unnecessarily long until sometime no more interested in it, and then you wonder why the internet so criticize hard. At TNA, the stranger is currently completely different. Although many years ago they were still with storylines that had been so stupid and complicated, which no one could take it seriously. They are still not perfect, but .. Currently I prefer impact much rather than raw, as there is more logic currently available .. WWE has been able to get many people better than the overall package, but .. if there is no real continuous thread in the sho ws, then most matches are not interested at all. And as TNA will take your work ahead a lot more seriously than a few years ago, I prefer to look at what Wwe where each of commentators, authorities and Vince McMahon will be left in the general and total failure. """,Mark,what i currently find better about tna than z b to wwe is the booking although i understand the wwe more week shows thus more work as tna with impact but quite roughly expressed even fault which is the booking so confused just do not know when the right time is to start either a story or stop it they build it so unnecessarily long until sometime no more interested in it and then you wonder why the internet so criticize hard at tna the stranger is currently completely different although many years ago they were still with storylines that had been so stupid and complicated which no one could take it seriously they are still not perfect but currently i prefer impact much rather than raw as there is more logic currently available wwe has been able to get many people better than the overall package but if there is no real continuous thread in the sho ws then most matches are not interested at all and as tna will take your work ahead a lot more seriously than a few years ago i prefer to look at what wwe where each of commentators authorities and vince mcmahon will be left in the general and total failure,208
2015-12-04,10.0,"""TNA offers the best weekly wrestling broadcast on TV, great wrestlers, good stories, and first-class wrestling.""",Mark,tna offers the best weekly wrestling broadcast on tv great wrestlers good stories and firstclass wrestling,16
2015-03-16,10.0," ""tna has got the best wrestlers old and new but the they to work on there storylines better and also focus on more wrestling and how other wrestlers do in there free time away from work but still a great promotion 10/10""",Mark,tna has got the best wrestlers old and new but the they to work on there storylines better and also focus on more wrestling and how other wrestlers do in there free time away from work but still a great promotion,41
2015-02-26,2.0,"""For years, just looks like a very cheap copy of the WCW (which was only average until 96-98 themselves only average). Furthermore, you have the feeling that the team around Dixie Carter is incompetent and looks like a catching camp for people who helpWWE did not manage. The complete production looks very cheap. """,Not a Mark,for years just looks like a very cheap copy of the wcw which was only average until themselves only average furthermore you have the feeling that the team around dixie carter is incompetent and looks like a catching camp for people who helpwwe did not manage the complete production looks very cheap,52
